scheme_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr
Aditya Birla SL FTP – Series TZ – Direct Growth,,Debt,Fixed Maturity Plans,1.2,30.7,13
DSP FMP – Series 267 – 1246Days,,Debt,Fixed Maturity Plans,,,
UTI-FTI – Series XXXV-I(1260Days,,Debt,Fixed Maturity Plans,,,
Bandhan CRISIL IBX 90:10 SDL Plus Gilt-Nov 2026 Index Fund,,Other,Index Funds,,,
Kotak All Weather Debt FOF – Direct Growth,,Other,FoFs Domestic,,,
AXIS Nifty SDL September 2026 Debt Index Fund,,Other,Index Funds,,,
SBI FMP – Series 71 (364Days,,Debt,Fixed Maturity Plans,,,
JM Midcap Fund,,Equity,Mid Cap Mutual Funds,,,
Nippon India Nifty SDL Plus G-Sec-Jun2028 Maturity 70:30 IF-Dir Growth,,Other,Index Funds,,,
DSP FMP – Series 268 – 1281Days,,Debt,Fixed Maturity Plans,,,
Bandhan CRISIL IBX 90:10 SDL Plus Gilt-Sep 2027 Index Fund,,Other,Index Funds,,,
Nippon India Fixed Horizon-XLIV-Sr.2,,Debt,Fixed Maturity Plans,,,
SBI FMP – Series 72 (1239Days,,Debt,Fixed Maturity Plans,,,
HDFC Business Cycle Fund,,Equity,Sectoral / Thematic Mutual Funds,,,
Bandhan CRISIL IBX 90:10 SDL Plus Gilt-Apr 2032 Index Fund,,Other,Index Funds,,,
Kotak FMP – Series 299 – 108 Days – Direct Growth,,Debt,Fixed Maturity Plans,,,
WhiteOak Capital Large Cap Fund,,Equity,Large Cap Mutual Funds,,,
Edelweiss Nifty Smallcap 250 Index Fund,,Other,Index Funds,,,
Edelweiss Nifty Next 50 Index Fund,,Other,Index Funds,,,
Edelweiss Nifty Midcap150 Momentum 50 Index Fund,,Other,Index Funds,,,
Canara Robeco Mid Cap Fund,,Equity,Mid Cap Mutual Funds,,,
Aditya Birla SL Crisil IBX 60:40 SDL + AAA PSU Apr 2026 IF-Dir Growth,,Other,Index Funds,,,
Quant Overnight Fund,,Debt,Overnight Mutual Funds,,,
Nippon India Nifty G-Sec-Sep2027 Maturity Index Fund,,Other,Index Funds,,,
Nippon India Fixed Horizon-XLIV-Sr.4,,Debt,Fixed Maturity Plans,,,
ICICI Pru FMP – Sr.88-1226Days,,Debt,Fixed Maturity Plans,,,
HDFC Nifty G-Sec Jun 2027 Index Fund,,Other,Index Funds,,,
HDFC Nifty G-Sec Sep 2032 V1 Index Fund,,Other,Index Funds,,,
Mahindra Manulife Small Cap Fund,,Equity,Small Cap Mutual Funds,,,
ICICI Pru FMP – Sr.88-91Days,,Debt,Fixed Maturity Plans,,,
UTI-FTI – Series XXXV-II(1223Days,,Debt,Fixed Maturity Plans,,,
ICICI Pru Nifty Pharma Index Fund,,Other,Index Funds,,,
SBI FMP – Series 73 (1226Days,,Debt,Fixed Maturity Plans,,,
Kotak FMP – Series 300 – 1223 Days – Direct Growth,,Debt,Fixed Maturity Plans,,,
BHARAT Bond ETF FOF – April 2033 – Direct Growth,,Other,FoFs Domestic,,,
Nippon India Nifty G-Sec-Jun2036 Maturity Index Fund,,Other,Index Funds,,,
Aditya Birla SL FTP – Series UB – Direct Growth,,Debt,Fixed Maturity Plans,,,
Union Multicap Fund,,Equity,Multi Cap Funds,,,
Baroda BNP Paribas Multi Asset Fund,,Hybrid,Multi Asset Allocation Mutual Funds,,,
UTI-CRISIL SDL Maturity April 2033 Index Fund,,Other,Index Funds,,,
ICICI Pru Nifty SDL Sep 2026 Index Fund,,Other,Index Funds,,,
Quant Gilt Fund,,Debt,Gilt Mutual Funds,,,
HDFC FMP 1204D December 2022-Sr.47,,Debt,Fixed Maturity Plans,,,
DSP FMP – Series 269 – 160Days,,Debt,Fixed Maturity Plans,,,
Kotak FMP – Series 302 – 90 Days – Direct Growth,,Debt,Fixed Maturity Plans,,,
SBI Long Duration Fund,,Debt,Long Duration Funds,,,
Kotak Nifty SDL Jul 2026 Index Fund,,Other,Index Funds,,,
Samco ELSS Tax Saver Fund,,Equity,ELSS Mutual Funds,,,
AXIS Long Duration Fund,,Debt,Long Duration Funds,,,
IIFL ELSS Nifty 50 Tax Saver Index Fund,,Equity,ELSS Mutual Funds,,,
Kotak FMP – Series 303 – 187 Days – Direct Growth,,Debt,Fixed Maturity Plans,,,
Kotak FMP – Series 304 – 3119 Days – Direct Growth,,Debt,Fixed Maturity Plans,,,
SBI FMP – Series 74 (1243Days,,Debt,Fixed Maturity Plans,,,
UTI-CRISIL SDL Maturity June 2027 Index Fund,,Other,Index Funds,,,
SBI FMP – Series 75 (366Days,,Debt,Fixed Maturity Plans,,,
Tata Nifty G-Sec Dec 2029 Index Fund,,Other,Index Funds,,,
Tata Nifty G-Sec Dec 2026 Index Fund,,Other,Index Funds,,,
HDFC Long Duration Debt Fund,,Debt,Long Duration Funds,,,
TRUSTMF Corporate Bond Fund,,Debt,Corporate Bond Mutual Funds,,,
AXIS CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund,,Other,Index Funds,,,
Kotak FMP – Series 305 – 1200 Days – Direct Growth,,Debt,Fixed Maturity Plans,,,
DSP CRISIL SDL Plus G-Sec Apr 2033 50:50 Index Fund,,Other,Index Funds,,,
Baroda BNP Paribas NIFTY SDL Dec 2026 Index Fund,,Other,Index Funds,,,
UTI-FTI – Series XXXV-III(1176Days,,Debt,Fixed Maturity Plans,,,
Kotak FMP – Series 306 – 90 Days – Direct Growth,,Debt,Fixed Maturity Plans,,,
SBI FMP – Series 76 (1221Days,,Debt,Fixed Maturity Plans,,,
Aditya Birla SL Multi Asset Allocation Fund,,Hybrid,Multi Asset Allocation Mutual Funds,,,
HSBC Multi Cap Fund,,Equity,Multi Cap Funds,,,
Aditya Birla SL CRISIL IBX AAA Mar 2024 Index Fund,,Other,Index Funds,,,
Tata Multicap Fund,,Equity,Multi Cap Funds,,,
WhiteOak Capital Balanced Advantage Fund,,Hybrid,Dynamic Asset Allocation or Balanced Advantage,,,
UTI-Nifty SDL Plus AAA PSU Bond Apr 2026 75:25 Index Fund,,Other,Index Funds,,,
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund,,Other,Index Funds,,,
Mirae Asset FMP – Series V – Plan 1 – Dir Growth,,Debt,Fixed Maturity Plans,,,
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration IF-Dir Growth,,Other,Index Funds,,,
Aditya Birla SL CRISIL IBX SDL Jun 2032 Index Fund,,Other,Index Funds,,,
Bandhan CRISIL IBX Gilt April 2032 Index Fund,,Other,Index Funds,,,
Nippon India Nifty SDL Plus G-Sec-Jun2029 Maturity 70:30 IF-Dir Growth,,Other,Index Funds,,,
SBI FMP – Series 77 (366Days,,Debt,Fixed Maturity Plans,,,
ITI Flexi Cap Fund,,Equity,Flexi Cap Funds,,,
Kotak Nifty SDL Jul 2033 Index Fund,,Other,Index Funds,,,
HDFC FMP 2638D February 2023-Sr.47,,Debt,Fixed Maturity Plans,,,
HDFC Nifty SDL Oct 2026 Index Fund,,Other,Index Funds,,,
AXIS Business Cycles Fund,,Equity,Sectoral / Thematic Mutual Funds,,,
Mirae Asset Flexi Cap Fund,,Equity,Flexi Cap Funds,,,
PGIM India CRISIL IBX Gilt Index – Apr 2028 Fund,,Other,Index Funds,,,
DSP FMP – Series 270 – 1144Days,,Debt,Fixed Maturity Plans,,,
SBI FMP – Series 78 (1170Days,,Debt,Fixed Maturity Plans,,,
AXIS CRISIL IBX 50:50 Gilt Plus SDL Sep 2027 Index Fund,,Other,Index Funds,,,
UTI-FTI – Series XXXVI-I(1574Days,,Debt,Fixed Maturity Plans,,,
Kotak Banking & Financial Services Fund,,Equity,Sectoral / Thematic Mutual Funds,,,
Bank of India Multi Cap Fund,,Equity,Multi Cap Funds,,,
Aditya Birla SL FTP – Series UF – Direct Growth,,Debt,Fixed Maturity Plans,,,
Nippon India Nifty G-Sec-Oct2028 Maturity Index Fund,,Other,Index Funds,,,
AXIS FTP – Series 112 (1143 Days)-Dir Growth,,Debt,Fixed Maturity Plans,,,
Kotak FMP – Series 307 – 90 Days – Direct Growth,,Debt,Fixed Maturity Plans,,,
UTI-Nifty SDL Plus AAA PSU Bond Apr 2028 75:25 Index Fund,,Other,Index Funds,,,
HDFC MNC Fund,,Equity,Sectoral / Thematic Mutual Funds,,,
ICICI Pru FMP – Sr.88-1303Days,,Debt,Fixed Maturity Plans,,,
HDFC Nifty G-Sec Jun 2036 Index Fund,,Other,Index Funds,,,
HDFC Nifty G-Sec Apr 2029 Index Fund,,Other,Index Funds,,,
Motilal Oswal Nifty G-Sec May 2029 Index Fund,,Other,Index Funds,,,
Aditya Birla SL Nifty SDL Sep 2027 Index Fund,,Other,Index Funds,,,
Mirae Asset FMP – Series V – Plan 2 – Dir Growth,,Debt,Fixed Maturity Plans,,,
Aditya Birla SL CRISIL IBX Gilt Apr 2028 IF-Dir Growth,,Other,Index Funds,,,
SBI Dividend Yield Fund,,Equity,Dividend Yield Funds,,,
SBI FMP – Series 79 (1130Days,,Debt,Fixed Maturity Plans,,,
UTI-Long Duration Fund,,Debt,Long Duration Funds,,,
HDFC FMP 1269D March 2023-Sr.47,,Debt,Fixed Maturity Plans,,,
Invesco India Nifty G-sec Jul 2027 Index Fund,,Other,Index Funds,,,
